date,quotation,speaker,qids,probas
2016-07-04,"It will be an eclectic and energetic mix of content -- not just about the Brexit issue, but a celebration of why we loved Europe so much in the first place. There'll be plenty of humour in there too -- god knows we could all use a laugh these days.",Matt Kelly,"['Q1909208', 'Q41886658']","[['Matt Kelly', '0.9358'], ['None', '0.0579'], ['Robert Maxwell', '0.0063']]"
2016-09-22,"The quality of the accommodation coming on stream at locations such as The Exchange is presenting a compelling offer and choice for businesses that are considering their options to expand or relocate to Dublin, particularly as the Brexit situation continues to unfold.",Andrew Cunningham,"['Q22277470', 'Q4756732']","[['Andrew Cunningham', '0.8477'], ['None', '0.1523']]"
2016-08-03,"The uncertainty generated by Brexit plus further RBNZ easing should be negative for the NZD, although partly offset by a weaker US dollar near term,",None,[],"[['None', '0.9548'], ['Graeme Wheeler', '0.0452']]"
2016-07-01,"All of this psychodrama makes it easy to miss a more important point: all five leadership candidates have a strikingly similar vision of the future Conservatism. All share three priorities: to implement Brexit, pursue social justice and make the case for popular capitalism... When it comes to ideas for the future, the Conservatives have seldom been more united. But they may, now, be too busy fighting each other to notice.",Fraser Nelson,['Q5493649'],"[['Fraser Nelson', '0.3749'], ['None', '0.3607'], ['Dominic Kennedy', '0.0732'], ['Patrick Kidd', '0.0623'], ['Ed Conway', '0.0555'], ['Tim Stanley', '0.0467'], ['Theresa May', '0.0267']]"
2016-12-05,"It's not just Trump, it's not just Brexit, it's Le Pen, it's the AfD (Alternative for Germany) in Germany, it's the Five Star Movement in Italy, it's the election in Austria,",Bob Geldof,['Q216608'],"[['Bob Geldof', '0.9671'], ['None', '0.0329']]"
2016-12-06,Labour can do that by understanding the core reasons that Brexit happened,John Curtice,['Q6227958'],"[['John Curtice', '0.9488'], ['None', '0.0335'], ['Nick Clegg', '0.0121'], ['Matt Frei', '0.0029'], ['Theresa May', '0.0015'], ['Stephen Phillips', '0.0012']]"
2016-02-19,"We don't know what would come our way with a Brexit,",Gabriel Felbermayr,['Q15835034'],"[['Gabriel Felbermayr', '0.7756'], ['None', '0.2244']]"
2016-07-22,"We're well past the Brexit fallen and the subsequent rebound,",Peter Kenny,"['Q7175162', 'Q7175164']","[['Peter Kenny', '0.8303'], ['None', '0.1697']]"
2016-09-23,Brexit won a majority. Hard Brexit did not.,George Osborne,"['Q18527503', 'Q332493', 'Q47452635', 'Q5543055']","[['George Osborne', '0.4741'], ['None', '0.4381'], ['Prime Minister Theresa May', '0.0757'], ['Dee Dee', '0.0077'], ['Theresa May', '0.0044']]"
2016-08-02,In my recent discussions at one of our regular meetings with the local North Dorset NFU branch we recognised the importance of ensuring a powerful voice for UK farmers as Brexit comes to fruition.,Simon Hoare,['Q19958093'],"[['Simon Hoare', '0.6623'], ['None', '0.2039'], ['Prime Minister Theresa May', '0.1137'], ['Robert Syms', '0.0201']]"
2016-07-17,"Mark Carney's speech [ in which he warned of dangers of Brexit ] was absolutely spot on. This is just really bad news,",Richard Buxton,"['Q24009722', 'Q7324510']","[['Richard Buxton', '0.9288'], ['None', '0.0684'], ['Nicola Sturgeon', '0.0028']]"
2016-07-09,"Ms Villiers lost the Brexit vote in the North. She should butt out. A National Forum is the right approach for all the people of Ireland -- North and South, if we are to minimise the likely damage that Brexit will bring with it.",Gerry Adams,"['Q5552631', 'Q76139']","[['Gerry Adams', '0.4446'], ['Theresa Villiers', '0.3483'], ['None', '0.166'], ['Alex Attwood', '0.0411']]"
2016-09-11,The Home Secretary's words will not have reassured ordinarily families about the cost of Brexit. She seems to be sympathetic to an idea that will put a flat & pound; 50 tax on the average family holiday in Europe.,Andrew Bridgen,['Q265028'],"[['Andrew Bridgen', '0.5314'], ['Andy Burnham', '0.2354'], ['None', '0.2333']]"
2016-08-14,The idea that we could suddenly be swept to independence on the back of an emotional tidal wave of support resulting from the Brexit vote isn't supported by the available evidence.,Alex Neil,"['Q1515752', 'Q1828808']","[['Alex Neil', '0.9106'], ['None', '0.069'], ['Nicola Sturgeon', '0.0204']]"
2016-04-25,"The might of Obama's public relations has helped sterling reach highs against the euro, as odds swing against the Brexit campaign,",None,[],"[['None', '0.9297'], ['President Barack Obama', '0.0704']]"
2016-07-25,"The risk with picking Kaine isn't about Clinton thumbing her nose to the Bernie Bros, it's about losing the Rust Belt (where anti-trade and anti-Wall St. sentiment is high). Between the Ohio and PA polls and the Brexit vote, this seems like it could be a big risk.",None,[],"[['None', '0.6135'], ['Tim Kaine', '0.2389'], ['Min Kim', '0.1476']]"
2016-05-23,Times are hard-why would you want to damage our North East economy? There is no doubt that Brexit would make the North East worse off.,Guy Opperman,['Q576195'],"[['Guy Opperman', '0.8469'], ['None', '0.1531']]"
2016-08-04,"A cut in interest rates is the antidote for the post-Brexit worry and will, as a consequence, ensure that the UK economy continues to be underpinned by buoyant property prices.",None,[],"[['None', '0.8042'], ['James Sherwin', '0.1302'], ['George Clarke', '0.0657']]"
2016-08-23,The increasing number of cases where patient safety may have been compromised by clinicians from Europe having inadequate command of the English language shows why the RCS is entirely justified in wanting Brexit negotiations to include the UK ensuring more stringent language tests for European clinicians.,Nigel Hunt,"['Q3341356', 'Q57060080']","[['Nigel Hunt', '0.7974'], ['None', '0.2026']]"
2016-07-12,"We highlighted that downward momentum has weaken in the past few updates and from here, the risk of an interim low is growing. Those who are shorts after Brexit may like to book partial profit at current level. Stop-loss is adjusted lower to 1.3100 from 1.3150",None,[],"[['None', '0.8794'], ['Theresa May', '0.1206']]"
2016-08-12,"We've seen it, for example, with Brexit. So, they have a bit of a precedent on that front to sit back and wait for uncertainty to pass before moving.",None,[],"[['None', '0.9593'], ['Stephen Poloz', '0.0407']]"
2016-06-30,"I am hoping that with the Brexit vote those that pay attention can see that it is causing turmoil, and that just to protest vote won't solve problems, it will make things worse,",None,[],"[['None', '0.9602'], ['Donald Trump', '0.0398']]"
2016-08-14,"In the UK equity market, everybody is worried about the impact of Brexit,",None,[],"[['None', '0.9121'], ['fund manager', '0.0879']]"
2016-07-04,"The Brexit vote has shown not only that the people of Texas should become an independent nation, but that it is 100 percent possible.",Daniel Miller,"['Q17517226', 'Q21466411', 'Q390019', 'Q42807118', 'Q5218154', 'Q5218156', 'Q57899273']","[['Daniel Miller', '0.8245'], ['None', '0.1591'], ['Mohammad Ismail', '0.0106'], ['Greg Abbott', '0.0032'], ['Donald Trump', '0.0021'], ['Graeme Wood', '5.0E-4']]"
2016-12-07,We welcome the government's decision to accept our motion today that they will show parliament their plan for Brexit before Article 50 is triggered. So can I ask you one central question about this plan-does the government want the UK to remain part of the customs union?,Emily Thornberry,['Q272408'],"[['Emily Thornberry', '0.7294'], ['Winston Churchill', '0.11'], ['None', '0.0847'], ['David Lidington', '0.0709'], ['Prime Minister Theresa May', '0.005']]"
2016-07-08,"Brexit would not be a smart choice for the U.K., as it would create more obstacles and challenges for investors and visa problems.",Wang Jianlin,['Q2105413'],"[['Wang Jianlin', '0.7989'], ['None', '0.2011']]"
2016-07-05,"If you don't turn up, like in Brexit, or you put in an informal vote, or you don't go and ask the tough questions online or in forums, then I think you lose your right to moan.",None,[],"[['None', '0.9316'], ['Antony Green', '0.0684']]"
2016-07-21,"Perhaps, it was the best move because the bank certainly wants to assess the consequences of Brexit, which has triggered the need for more QE and dragged the bond yields in negative territory,",None,[],"[['None', '0.9577'], ['Mario Draghi', '0.0423']]"
2016-08-27,She hasn't set out what Brexit means and she doesn't want to be held to account on vital issues such as stripping away workers' rights and environmental safeguards.,Owen Smith,"['Q19599939', 'Q390690']","[['Owen Smith', '0.7849'], ['None', '0.1719'], ['Theresa May', '0.033'], ['Jeremy Corbyn', '0.0102']]"
2016-08-02,"This is a difference of degree, not magnitude. There is no evidence of a Brexit-driven recession at the time of writing and though some have deferred 2016 advertising investments, worst-case we still see that UK advertising growth will reach 4.5 per cent this year, propelled exclusively by the growth of digital. Our base case remains 6.3 per cent, which we will revise as usual in November.",Adam Smith,"['Q14950467', 'Q16255210', 'Q20023132', 'Q22121229', 'Q33035156', 'Q350916', 'Q350920', 'Q42763651', 'Q4679545', 'Q4679802', 'Q4679803', 'Q4679807', 'Q4679808', 'Q48976986', 'Q52116879', 'Q5539790', 'Q56997269', 'Q57451408', 'Q58051258', 'Q58219052', 'Q59065']","[['Adam Smith', '0.9194'], ['None', '0.0806']]"
2016-09-25,We should not rule out a referendum on a Brexit deal.,Richard Corbett,['Q652908'],"[['Richard Corbett', '0.5291'], ['Owen Smith', '0.3537'], ['None', '0.0786'], ['Glenis Willmott', '0.0314'], ['Jeremy Corbyn', '0.0073']]"
2016-08-18,"Actually @RealDonaldTrump, we won't be calling you Mr. Brexit, because we already have a bunch of other far more appropriate names for you,",None,[],"[['None', '0.7659'], ['John Miller', '0.1237'], ['Donald Trump', '0.1104']]"
2016-08-26,"Europe after Brexit will relaunch the powerful ideals of unity and peace, freedom and dreams",Angela Merkel,['Q567'],"[['Angela Merkel', '0.5517'], ['None', '0.4224'], ['Prime Minister Theresa May', '0.0259']]"
2016-09-06,"I stayed up all night watching the Brexit vote,",Thomas Harding,"['Q51827972', 'Q7790413']","[['Thomas Harding', '0.8659'], ['None', '0.1341']]"
2016-07-20,"Obama came to the United Kingdom... actually I should always be grateful, eternally grateful to Obama because he came to our country, he was rude to us, he told us what we should do and he led to a big Brexit bounce of several points. So thank you, Obama, for helping us win this referendum.",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.8064'], ['None', '0.1345'], ['President Barack Obama', '0.0209'], ['Michelle Obama', '0.0209'], ['Melania Trump', '0.0086'], ['Donald Trump', '0.0086']]"
2016-07-27,Remainers still insist that Brexit is proving an economic disaster,Melanie Phillips,['Q2902602'],"[['Melanie Phillips', '0.8978'], ['None', '0.1022']]"
2016-12-29,"That, along with French elections and a likely move towards outright Brexit by March, (means) we are likely to see recurring rounds of European-led volatility in 2017,",None,[],"[['None', '0.7495'], ['Angela Merkel', '0.2505']]"
2016-11-25,What Brexit do you want?,None,[],"[['None', '0.8612'], ['James Carver', '0.0746'], ['Neena Gill', '0.0642']]"
2016-12-30,A Mayor in France has named their new road `Rue du Brexit' to pay tribute to our vote for independence!,None,[],"[['None', '0.8903'], ['Marine Le Pen', '0.1097']]"
2016-05-31,Pub chain JD Wetherspoon issues Brexit beer mats-finally one British business with integrity.,None,[],"[['None', '0.7196'], ['Christine Lagarde', '0.2467'], ['Bernard Tapie', '0.0337']]"
2016-08-04,"The rand has appreciated aggressively post the Brexit rally. Further gains look unlikely, but if the BoE delivers more than expected, it could be more happy days for the local unit over the short term.",None,[],"[['None', '0.888'], ['Adam Phillips', '0.112']]"
2016-11-28,"ECB President Draghi's speech this afternoon before MEPs saw him stress the importance of reform in the governance of the Eurozone. Whilst maintaining that ECB stimulus has helped recovery in the Eurozone, his call for greater input from policymakers to help growth will likely reignite the debate over the role of central banks in both the EU and the UK. With a decision on further QE on the agenda for early next week, there is a good chance his warning is in reference to the uncertainty that the Italian Referendum and the French and German elections will bring in the new year. Draghi's comments likely reflect a frustration that BoE governor Mark Carney will be able to relate to, in which central banks have to fulfill certain roles that policymakers traditionally undertook in order to keep the economy stable. Draghi `s comments on Brexit further acknowledge this, in his call for Prime Minister Theresa May to share more about the Brexit strategy days after it was revealed Carney was involved in contingency planning in the case of `hard Brexit' . Whilst it is likely that further uncertainty awaits the Eurozone's economy before the end of the year, markets will be watching to see if Draghi's wish for more than just stimulus measures to help boost the Eurozone will be answered.",None,[],"[['None', '0.3877'], ['Mario Draghi', '0.3631'], ['Prime Minister Theresa May', '0.2492']]"
2016-07-14,How Brexit Could Make Your House Worth More.,Chris Matthews,"['Q15735939', 'Q25189328', 'Q5107375', 'Q5110828', 'Q5112832', 'Q948687']","[['Chris Matthews', '0.6403'], ['None', '0.3597']]"
2016-07-17,Meeting the challenge of Brexit is a moment to end this and also to begin rebuilding public faith in politics.,Micheál Martin,['Q920403'],"[['Micheál Martin', '0.8769'], ['None', '0.1231']]"
2016-07-15,"Theresa May could at some point be faced with the choice of delivering Brexit or keeping Scotland inside of the U.K.,",John Curtice,['Q6227958'],"[['John Curtice', '0.9416'], ['None', '0.0584']]"
2016-05-10,Uncertainty about the possibility of a Brexit in June has dampened demand for permanent staff south of the Border. However this doesn't appear to be true in Scotland.,Kevin Green,"['Q20986602', 'Q30609045']","[['Kevin Green', '0.7576'], ['None', '0.2424']]"
2016-07-01,"We believe that the UK housing market is resilient, as is the supply chain that drives it. But, as we indicated in our Brexit report last month, the bigger impact may well be in the skills necessary to drive UK housing development, and this is now a major concern for UK buyers and renters.",Alastair McKee,['Q24572664'],"[['Alastair McKee', '0.583'], ['None', '0.2472'], ['David Cox', '0.1272'], ['Mark Carney', '0.0426']]"
2016-05-11,"Weak share price performance may be caused by the upcoming Brexit vote, and distortions in the buy-to-let market. However, uncertainty surrounding the Brexit vote has had no discernible impact on the housing market so far, indeed Barratt doesn't even mention the `B' word in its May trading update.",Charlie Huggins,['Q5085053'],"[['Charlie Huggins', '0.8053'], ['None', '0.1947']]"
2016-12-06,"We're going to get on and do, as the prime minister has said, a deal that makes a great success of Brexit and that timeframe seems to me to be absolutely ample.",None,[],"[['None', '0.4089'], ['Michel Barnier', '0.2748'], ['Bernard Jenkin', '0.2515'], ['Prime Minister Theresa May', '0.0648']]"
2016-08-03,"When people say the `economy' will be harmed by an action, I've taken to asking -- and it applies to Brexit -- whose economy? Before neoliberalism allowed Capital to hoover up all the gains in productivity and keep it, wages and productivity were at least loosely coupled. If I don't get any more of the pie, why should I care if the pie is bigger? Most if not all economists only talk about the economy of Capital, giving scant regard to the economy of Labour. I think some Brexiters couldn't see how dewealthing some rich people was going to hurt them -- especially if they are on social welfare or benefits.",None,[],"[['None', '0.8393'], ['David Miles', '0.1607']]"
2016-08-25,"You can go out and beat the pollsters, you can beat the commentators, you can beat Washington and you'll do it by doing what we did for Brexit in Britain. If you want change in this country, you better get your walking boots on, you better get out there campaigning,",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.685'], ['None', '0.3079'], ['Hilary Clinton', '0.0037'], ['Donald Trump', '0.0034']]"
2016-07-01,"After the Brexit vote, the one thing that's predictable is that we're facing a long period of uncertainly,",Harlan G. Cohen,['Q30223680'],"[['Harlan G. Cohen', '0.9363'], ['None', '0.0637']]"
2016-12-09,"All these events-especially Brexit and the new administration in the US - have effects that are, by their very nature, going to develop to their full dimensions over the medium to long term. So we'll certainly see consequences of these changes in the medium to long term-not necessarily in the short term,",Mario Draghi,['Q294460'],"[['Mario Draghi', '0.6258'], ['None', '0.3742']]"
2016-07-21,"Brexit won't have an impact on the real data for a long time,",None,[],"[['None', '0.9328'], ['Matteo Renzi', '0.0672']]"
2016-07-02,Nigel Farage is clear that whoever is the next Prime Minister needs to be somebody who campaigned for Brexit. We need a Brexit politician to lead Brexit Britain.,None,[],"[['None', '0.7341'], ['Nigel Farage', '0.1345'], ['Boris Johnson', '0.0713'], ['Andrea Leadsom', '0.0601']]"
2016-09-26,"Part of the reason for the lack of a sustained price reaction following the Brexit decision was the extent of uncertainty. Even today, the path for Brexit remains murky. Consequently, other market forces became more important,",None,[],"[['None', '0.8871'], ['Donald Trump', '0.1129']]"
2016-12-22,"Stephen Colbert, years ago, used to talk about something called `truthiness.' You know, `If I insist something is true, if I yell loud enough, if I really believe it, then it has to have credibility.' So we've seen that in the Brexit debate in England, we've seen that in the American elections, we've seen that in the debate over the environment, we've see that in the debate over vaccines and autism, and even now in the United States there's a conspiracy theory about Sandy Hook where those children were murdered... that it was all a made-up deal by the Obama administration to get gun-control legislation.",None,[],"[['None', '0.9181'], ['President Obama', '0.0819']]"
2016-07-08,"The First Minister has written to the UK Prime Minister about this very issue. While arrangements for a Brexit are being made for the longer term, we will continue to deliver existing EU programmes in Wales, investing in projects to ensure continuity for citizens, communities, farmers and businesses.",Mark Drakeford,['Q6767407'],"[['Mark Drakeford', '0.9081'], ['None', '0.0919']]"
2016-09-28,"The Labour Party are not providing opposition, they are not asking those questions [ on Brexit ],",Nicky Morgan,"['Q10502518', 'Q580375']","[['Nicky Morgan', '0.7696'], ['None', '0.1739'], ['Prime Minister Theresa May', '0.0538'], ['Jeremy Corbyn', '0.0027']]"
2016-07-21,"Australia has proved resilient and remains well placed to manage the economic and financial market's response to Brexit,",Scott Morrison,"['Q1286476', 'Q21285393', 'Q7436904', 'Q7436906', 'Q7436908']","[['Scott Morrison', '0.9198'], ['None', '0.0802']]"
2016-07-11,"Brexit means Brexit and we're going to make a success of it. There will be no attempts to rejoin... by the back door, no second referendum",Theresa May,"['Q264766', 'Q30161835']","[['Theresa May', '0.7209'], ['None', '0.2511'], ['David Cameron', '0.028']]"
2016-09-10,"It's been two months since the Brexit vote caught investors by surprise, sending financial markets into a tailspin,",None,[],"[['None', '0.7585'], ['Sergey Lavrov', '0.1612'], ['John Kerry', '0.0803']]"
2016-09-13,"The (Brexit) department has doubled in one month. I suspect it will double again in size and that's about the point we will be looking for that information,",David Davis,"['Q1174175', 'Q1174177', 'Q13471238', 'Q16206936', 'Q28037658', 'Q300023', 'Q41256031', 'Q4710588', 'Q56596944', 'Q843907']","[['David Davis', '0.6465'], ['None', '0.3535']]"
2016-07-15,"in the wake of the Brexit vote, as lower interest rates weigh on future performance,",William S. Demchak,['Q21062806'],"[['William S. Demchak', '0.7829'], ['None', '0.2171']]"
2016-09-07,Perhaps the same reticence about standing up for Britain's place in the EU which led you to campaign so ineffectively for Remain also puts you off exposing the weaknesses and contradictions in the Government's position-but continuing to fail to take Theresa May on over Brexit would be a dereliction of duty.,Owen Smith,"['Q19599939', 'Q390690']","[['Owen Smith', '0.674'], ['None', '0.2792'], ['Prime Minister Theresa May', '0.0296'], ['Jeremy Corbyn', '0.0173']]"
2016-04-23,The argument has got very heated and I would say that the most heat has been generated by the Brexiteers. It would be good if the temperature were to cool down.,None,[],"[['None', '0.4009'], ['Philip Hammond', '0.293'], ['Boris Johnson', '0.2833'], ['Michael Gove', '0.0228']]"
2016-08-12,"The biggest revenue opportunity for us continues to be growth in the Polish market, which continues to be very strong and has not shown any drawback after Brexit,",None,[],"[['None', '0.8352'], ['John Malone', '0.1648']]"
2016-07-21,"The ECB's room for maneuver on policy is constrained by the political nature of the Brexit shock and the side-effects of further easing,",Mario Draghi,['Q294460'],"[['Mario Draghi', '0.636'], ['None', '0.364']]"
2016-11-30,"While the adverse scenario incorporates a global growth downturn, capital flows to safe havens and a depreciation of emerging market currencies against the dollar, it does not model the impact of the uncertainty resulting from Brexit negotiations nor the consequences of the actual exit from the EU,",Edward Chan,['Q9369091'],"[['Edward Chan', '0.8867'], ['None', '0.1133']]"
2016-08-31,"While we wait for the outcome of Brexit negotiations, it's essential that the Prime Minster sets further action in hand on non-EU migration which is half the total. The biggest source of migration from outside the EU is clearly students, very few of whom are recorded as going home. This is where action needs to be focused,",None,[],"[['None', '0.8152'], ['Craig Calhoun', '0.1848']]"
2016-09-13,"A lot of real estate deals in general, not just loan sales, were halted because of Brexit but these may come to market in the second half,",Federico Montero,['Q55468043'],"[['Federico Montero', '0.7686'], ['None', '0.1849'], ['Roger Altman', '0.0465']]"
2016-12-12,"However, businesses remain nervous during this period of Brexit limbo and this nervousness is a significant contributor to the slower rate of growth we are seeing.",None,[],"[['None', '0.735'], ['David Jones', '0.265']]"
2016-04-26,"I believe that a Brexit will have devastating consequences for the British economy,",David Cameron,"['Q1173911', 'Q16195447', 'Q18719363', 'Q192', 'Q47345547', 'Q51808902', 'Q5232111']","[['David Cameron', '0.6252'], ['Thomas Oppermann', '0.3274'], ['None', '0.0474']]"
2016-07-21,"Just this week, we learned that the Trump campaign went to great lengths to remove a plank from the GOP platform about aid to Ukraine that would have offended Putin, bucking a strongly held position within his own party. Previously, he celebrated the Brexit vote, and in turn, casually predicted the disintegration of Europe. And now, he won't even commit to protecting our NATO allies against a Russian invasion. It is fair to assume that Vladimir Putin is rooting for a Trump presidency.",Jake Sullivan,['Q16730147'],"[['Jake Sullivan', '0.7522'], ['None', '0.2048'], ['Bernie Sanders', '0.0158'], ['Donald Trump', '0.0122'], ['President Obama', '0.008'], ['Vladimir Putin', '0.007']]"
2016-12-12,"The decision today is nothing to do with Brexit,",Nick Beighton,['Q16198566'],"[['Nick Beighton', '0.5985'], ['None', '0.4015']]"
2016-05-24,"Uncertainties such as a possible Brexit do not allow a more optimistic outlook,",Achim Wambach,['Q340498'],"[['Achim Wambach', '0.9567'], ['None', '0.0433']]"
2016-07-15,And we are looking to see how we can take a positive approach to see what Brexit can offer us to move business forward.,None,[],"[['None', '0.6036'], ['Grant Thornton', '0.286'], ['Prime Minister Theresa May', '0.0726'], ['Theresa May', '0.0379']]"
2016-07-04,"Based on our current understanding, a relatively simple response to Brexit is for institutions to open a subsidiary in the EU to continue enjoying trade privileges similar to the ones in the United Kingdom. Some additional capital may be locked-up for regulatory requirements and duplicative expenses will be incurred, but overall we don't expect it to be material,",Michael Wong,"['Q58332139', 'Q713998', 'Q718036']","[['Michael Wong', '0.8451'], ['None', '0.1549']]"
2016-08-16,"However, with the fallout from Brexit, volatility in the financial markets and weakening demand fuelling global uncertainty, many now believe Yellen will likely stick rather than twist for the time being.",Dennis de Jong,['Q952646'],"[['Dennis de Jong', '0.8916'], ['None', '0.1084']]"
2016-07-12,"The main risks for ASX-listed companies with exposure are from economic weakness in the aftermath of Brexit,",Tony Brennan,['Q27922626'],"[['Tony Brennan', '0.9241'], ['None', '0.07'], ['fund manager', '0.0059']]"
2016-09-15,"While to some extent understandable in the context of Brexit, this announcement is nonetheless extremely disappointing for a local construction industry facing seismic sustainability challenges and for the partnership approach between the public and private sectors that was proposed,",John Armstrong,"['Q1699164', 'Q21461409', 'Q21555331', 'Q21923182', 'Q22945535', 'Q28920880', 'Q3180877', 'Q3180934', 'Q42414206', 'Q47436778', 'Q51375282', 'Q6219321', 'Q6219394', 'Q6219403', 'Q6219405', 'Q6219406', 'Q6256160']","[['John Armstrong', '0.9332'], ['None', '0.0632'], ['fund manager', '0.0036']]"
2016-09-05,"[ Investment ] is also the first victim of policy uncertainty. Intuitively, this is logical as companies faced with uncertainty will adopt a `wait-and-see' approach, putting new investments and new jobs on hold. This phenomenon has been observed on numerous occasions, most recently ahead of the Brexit vote.",None,[],"[['None', '0.9596'], ['Donald Trump', '0.0404']]"
2016-07-06,"A strong dollar is not good for emerging markets or commodities, but with Brexit forcing the US to push back the date for a rate rise we think the dollar will remain soft for 2016,",None,[],"[['None', '0.9276'], ['Donald Trump', '0.0724']]"
2016-12-24,"At the moment the narrative that Brexit is bad and means we're retreating from the world is taking hold, but she's the Prime Minister and can give us a much more upbeat line. She should say Britain should be a more actively engaged country in the world.",ISABEL HARDMAN,['Q18216844'],"[['ISABEL HARDMAN', '0.497'], ['None', '0.4246'], ['Theresa May', '0.048'], ['James Forsyth', '0.0304']]"
2016-12-15,It felt right we should move into that family and not be a mini-Brexit sitting out as Match trying to fight the cause. Actually there are tremendous benefits for our people. The clients have already benefited from the Publicis Media opportunity.,John Preston,"['Q16228101', 'Q43911717', 'Q46580961', 'Q47117005', 'Q53869495', 'Q6253369', 'Q6253371']","[['John Preston', '0.7542'], ['None', '0.2458']]"
2016-12-16,"The European Parliament will have the last word on the Brexit agreement. We call on EU leaders not to risk a `No' from the European Parliament on the final outcome of the negotiations,",Manfred Weber,"['Q1427998', 'Q88866']","[['Manfred Weber', '0.8451'], ['None', '0.1426'], ['Prime Minister Theresa May', '0.0123']]"
2016-07-08,"The market feels difficult. There's a weird atmosphere because of Brexit,",Hugh Gibson,['Q26831203'],"[['Hugh Gibson', '0.7939'], ['None', '0.1863'], ['Thomas Gibson', '0.0103'], ['Robert Young', '0.0095']]"
2016-07-05,"Unless the Brexit decision somehow drives the U.S. economy into recession, Canada should be okay.",Paul Ashworth,['Q10549550'],"[['Paul Ashworth', '0.8863'], ['None', '0.0754'], ['Hillary Clinton', '0.0319'], ['Donald Trump', '0.0064']]"
2016-07-12,But I am very clear that the Brexit vote was also a message that we need to bring control into free movement. Free movement cannot continue as it has done up till now.,Theresa May,"['Q264766', 'Q30161835']","[['Theresa May', '0.3408'], ['None', '0.3245'], ['prime minister Theresa May', '0.3048'], ['James Brokenshire', '0.03']]"
2016-08-17,"FTSE 100 companies seem to have ridden out Brexit reasonably well, reflecting the level of protection that many put in place against falling interest rates,",Bob Scott,"['Q16019216', 'Q19654417', 'Q4933915', 'Q724072']","[['Bob Scott', '0.9042'], ['None', '0.0958']]"
2016-07-11,"I couldn't be clearer. Brexit means Brexit,",Theresa May,"['Q264766', 'Q30161835']","[['Theresa May', '0.6631'], ['None', '0.3024'], ['David Cameron', '0.0345']]"
2016-09-28,"Political risk is not a thing of the past just because Brexit is over,",None,[],"[['None', '0.9623'], ['Hillary Clinton', '0.0377']]"
2016-04-20,"The better alternative seems to us to work for progress within the confines of EU membership, without incurring the significant economic risk of Brexit: a smaller, slower-growing British economy for years to come,",None,[],"[['None', '0.7921'], ['Larry King', '0.1151'], ['Sarah Young', '0.0928']]"
2016-08-05,"The political situation is also highly tense here in Brazil. I think in the United States with (Donald) Trump, England with the Brexit, and so on, the whole world is under this tension. This is shown in the ceremony, and the solution comes through tolerance.",Fernando Meirelles,['Q343293'],"[['Fernando Meirelles', '0.8731'], ['None', '0.1126'], ['John Meyer', '0.0143']]"
2016-07-19,"WTO Dimensions of a UK `Brexit' and Agricultural Trade,",Alan Matthews,['Q41805455'],"[['Alan Matthews', '0.7011'], ['None', '0.2855'], ['Solveiga Palevičienė', '0.0134']]"
2016-07-05,"I wish you'd come and leave some fake Brexit facts around Britain to cheer us all up,",Adam Green,"['Q15069925', 'Q18920513', 'Q349591', 'Q4679146', 'Q4679148', 'Q808769']","[['Adam Green', '0.5817'], ['David Blackwell', '0.2426'], ['None', '0.1757']]"
2016-07-14,"The bigger surprise is... that the Bank of England was ready to disappoint market expectations so soon after the Brexit vote,",Michael Metcalfe,['Q23727972'],"[['Michael Metcalfe', '0.7327'], ['None', '0.1822'], ['Mark Carney', '0.0551'], ['Philip Hammond', '0.03']]"
2016-07-13,These buyers do not care where Europe is at and they don't believe for a second that Brexit means that London's status as a property safe haven is at risk.,Trevor Abrahmsohn,['Q52714447'],"[['Trevor Abrahmsohn', '0.7735'], ['None', '0.2265']]"
2016-12-30,"America interferes in elections and referenda around the world every week. Only a few months ago, Obama came to Britain and brazenly and openly interfered into Brexit conspiring with David Cameron in a clearly prearranged script,",Peter Ford,"['Q21104186', 'Q25189617', 'Q7174034', 'Q7174035', 'Q7174036', 'Q7174037']","[['Peter Ford', '0.5772'], ['None', '0.3487'], ['President Barack Obama', '0.0446'], ['Hillary Clinton', '0.0295']]"
2016-12-02,"And our message is clear: we do not want a hard Brexit. We do not want to pull out of the single market. We will not let intolerance, division and fear win.",Sarah Olney,['Q27942399'],"[['Sarah Olney', '0.9253'], ['None', '0.0671'], ['Zac Goldsmith', '0.0076']]"
2016-09-05,"Her priority is implementing Brexit, Only once that is implemented will it be appropriate to have a general election.",Daniel Kawczynski,['Q692315'],"[['Daniel Kawczynski', '0.7469'], ['None', '0.1223'], ['David Davis', '0.0682'], ['Theresa May', '0.0626']]"
2016-07-01,Hopes are rising that looser monetary policy will stabilize Britain's economy and limit the impact of the `Brexit' vote on global markets.,None,[],"[['None', '0.7948'], ['Mark Carney', '0.2052']]"
2016-05-19,"However, while Brexit is seen as a key influence of current investment decisions, some 75% of CFOs surveyed were in support of remaining within the EU and more than 50% had made no contingency plans for an exit,",Nick Wood,"['Q3339812', 'Q7028171']","[['Nick Wood', '0.8813'], ['None', '0.1187']]"
