date,quotation,speaker,qids,probas
2020-01-30,"strong on Brexit saying there can be no tariffs, no taxes and no quotas in any EU deal with the UK",Leo Varadkar,['Q1728820'],"[['Leo Varadkar', '0.896'], ['None', '0.104']]"
2020-02-10,"a deliberate decision to take Brexit out of the hands of the Foreign Office while Boris [ Johnson ] was foreign secretary, that was what No. 10 intended.",Jeremy Hunt,"['Q333533', 'Q929730']","[['Jeremy Hunt', '0.7762'], ['None', '0.1594'], ['David Lidington', '0.0526'], ['Erna Solberg', '0.0118']]"
2020-02-07,"Brexit is a lose-lose situation. But not a single other country has since left the European Union,",None,[],"[['None', '0.9549'], ['Michael Gruber', '0.0451']]"
2020-01-21,"I think this (Brexit) might end up being a blessing in disguise for all of us. I think there is huge potential to re-ignite once again the partnership and the investments that were actually the driving force of global economy,",Uhuru Kenyatta,['Q196070'],"[['Uhuru Kenyatta', '0.8165'], ['None', '0.1836']]"
2020-01-06,"The politics of Brexit are more about a desire for increased sovereignty than a preference for Atlanticism over Europeanism,",None,[],"[['None', '0.8743'], ['Boris Johnson', '0.0779'], ['President Donald Trump', '0.0477']]"
2020-04-02,"They're english, they're poor and they're the people who voted for Brexit",Nathan Holt,['Q24595208'],"[['Nathan Holt', '0.6572'], ['None', '0.3115'], ['Sporting Life', '0.0313']]"
2020-01-26,"A lot of people think that if you sign marquee players, season ticket sales go up -- they don't. No matter who you sign, people will spend what they can afford to spend... and no doubt Brexit and the economy has an impact.",Ian Lenagan,['Q5982036'],"[['Ian Lenagan', '0.6823'], ['None', '0.3177']]"
2020-01-21,Hopefully this partnership will help the rapid growth of our economy and also of our new relations with Britain in the post Brexit era,Nana Addo Dankwa Akufo-Addo,['Q718601'],"[['Nana Addo Dankwa Akufo-Addo', '0.9512'], ['None', '0.0488']]"
2020-02-11,"If you think Brexit has been divisive in this country, wait until you see climate action",Polly Billington,['Q7225777'],"[['Polly Billington', '0.907'], ['None', '0.093']]"
2020-01-30,we lost and we can't stop Brexit,Ed Davey,['Q296689'],"[['Ed Davey', '0.8789'], ['None', '0.1171'], ['Jo Swinson', '0.004']]"
2020-03-06,"He doesn't know how costly the coronavirus outbreak will be, nor the outcome of Brexit trade talks,",None,[],"[['None', '0.8052'], ['Rishi Sunak', '0.1228'], ['Paul Johnson', '0.0467'], ['investment banker', '0.0253']]"
2020-03-13,"I want to be very clear, people do not need to stockpile. Supermarkets and shops will remain open. Stockpiling could cause problems, so please don't do it. In fact, we have never been in a stronger position to deal with this due to our preparations for a hard Brexit,",Heather Humphreys,['Q5693903'],"[['Heather Humphreys', '0.8856'], ['None', '0.1144']]"
2020-01-10,So bring on Brexit. 43 years I've been fishing out of Newquay and we've had a c ** p deal all our life.,Peter Aldous,['Q258963'],"[['Peter Aldous', '0.786'], ['None', '0.1669'], ['Boris Johnson', '0.0471']]"
2020-01-08,"While Jackson Carlaw has been an enthusiastic cheerleader for Boris Johnson's extreme Brexit and the very worst Tory policies, Michelle Ballantyne has consistently shown a chilling indifference to those in need-shedding light on the true character of the Tory party.",Christine Grahame,['Q467108'],"[['Christine Grahame', '0.9525'], ['None', '0.0475']]"
2020-02-19,"As a business, we would have preferred to remain and, post-Brexit, this is more likely to happen for Scotland than for the rest of Britain.",None,[],"[['None', '0.8175'], ['Meghan Markle', '0.0914'], ['Prince Harry', '0.0911']]"
2020-01-29,millions have marched to demonstrate against Brexit and this should give us optimism.,Sergei Stanishev,['Q202117'],"[['Sergei Stanishev', '0.8545'], ['Theresa Griffin', '0.1205'], ['None', '0.025']]"
2020-02-14,only accomplishment he's got to his name is a 50p coin with Brexit on the back,Ian Murray,"['Q15499527', 'Q527729', 'Q578432', 'Q644360']","[['Ian Murray', '0.6747'], ['Alex Massie', '0.1523'], ['None', '0.1403'], ['Boris Johnson', '0.0179'], ['Sajid Javid', '0.0056'], ['George Osborne', '0.0047'], ['David Cameron', '0.0045']]"
2020-02-16,"Our people estimate that 90 companies have moved to Ireland from Britain because of Brexit,",Daniel Mulhall,['Q15444373'],"[['Daniel Mulhall', '0.5936'], ['None', '0.4064']]"
2020-03-31,I was making an anniversary card for my wife. Last year I made a `Brexit' card and this year it's `COVID' .,Paul Nicholls,"['Q22279402', 'Q7152727', 'Q7152728', 'Q999769']","[['Paul Nicholls', '0.9113'], ['None', '0.0887']]"
2020-02-09,"I would like to know the reason why he wasn't given a peerage. I suspect it's actually to do with Brexit rather than anything else,",David Leakey,['Q5236402'],"[['David Leakey', '0.4956'], ['Jeremy Corbyn', '0.1616'], ['None', '0.1571'], ['Boris Johnson', '0.1447'], ['John Bercow', '0.041']]"
2020-03-26,"On all of our lines we were relying on manual labour to pack bags of sprouts into crates. However, with Brexit, we foresee a potential labour issue. The time was right to invest in a machine that could perform this task,",Ian McLachlan,"['Q18350844', 'Q5982330']","[['Ian McLachlan', '0.8894'], ['None', '0.1106']]"
2020-01-30,"Strenuous efforts of outgoing British MEP, Shaffaq Mohammad to have a Resolution passed by the European Parliament against India on the penultimate day before Brexit was defeated,",None,[],"[['None', '0.8692'], ['Imran Khan', '0.1308']]"
2020-01-10,"They are so ideologically driven by the pursuit of the holy grail of Brexit, they don't seem to be looking at the bigger picture.",Billy Kelleher,['Q559402'],"[['Billy Kelleher', '0.4465'], ['None', '0.4254'], ['Chris Skidmore', '0.0928'], ['Boris Johnson', '0.0353']]"
2020-01-31,an orderly balanced Brexit that will continue to encourage mutually beneficial trade,None,[],"[['None', '0.6994'], ['Nigel Farage', '0.2388'], ['Boris Johnson', '0.0618']]"
2020-01-30,Brexit was the straw that broke the camel's back. It wasn't where it started and it won't be where it ends.,Lisa Nandy,['Q578037'],"[['Lisa Nandy', '0.5306'], ['Ms Murphy', '0.3489'], ['None', '0.0921'], ['Jeremy Corbyn', '0.0129'], ['Keir Starmer', '0.0086'], ['Ian Lavery', '0.0049'], ['Rebecca Long-Bailey', '0.002']]"
2020-01-30,"With the UK's exit deal now backed by the EU parliament, and the base rate on hold until at least 26 March, internationally trading businesses will be increasingly conscious of the value of sterling during the Brexit transition. With negotiations on trade deals due to start imminently it is a crucial time for SMEs to get a competitive exchange rate. After today's events, with the pound stronger, importers are expected to benefit,",Christopher Redfern,"['Q55589838', 'Q56598690']","[['Christopher Redfern', '0.7832'], ['None', '0.2168']]"
2020-01-31,"I have just got a motorbike. (It's) a complete crisis, a midlife crisis. I have a 125cc, it's the biggest joy of my life-apart from Brexit of course.",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.659'], ['None', '0.341']]"
2020-01-14,Brexit is not done yet -- it's only half-time,Leo Varadkar,['Q1728820'],"[['Leo Varadkar', '0.9178'], ['None', '0.0822']]"
2020-01-18,"Scottish Nationalism is now infecting the rest of the UK-take back control, we don't get the governments we vote for-all that narrative is exactly the same one for Boris Johnson and Michael Gove regards Brexit as it is with Nicola Sturgeon regards Scotland.",Ian Murray,"['Q15499527', 'Q527729', 'Q578432', 'Q644360']","[['Ian Murray', '0.9003'], ['None', '0.0997']]"
2020-02-21,"I welcome the fact that ministers have made clear that post Brexit they will seek to maintain high environmental standards, they can be assured that Greens will continue to keep them under scrutiny in that regard in the long term.",John Finnie,"['Q1495635', 'Q29057429', 'Q57097730']","[['John Finnie', '0.9249'], ['None', '0.0751']]"
2020-03-06,the astounding cost of Brexit that has been hidden from the public,Stephen Dorrell,['Q300349'],"[['Stephen Dorrell', '0.8847'], ['None', '0.1015'], ['Gareth Davies', '0.012'], ['Boris Johnson', '0.0019']]"
2020-01-08,"Although the outcome of Brexit remains uncertain, Scotland will be affected even if it were to become independent -- as Ireland demonstrates. Should Brexit take place, the risk is that Scotland will lose access to the EU and relevance in Brussels.",None,[],"[['None', '0.9072'], ['Ian Murray', '0.0928']]"
2020-01-28,customers continued to cite concerns over political and economic uncertainty stemming from Brexit,Peter Truscott,['Q7177395'],"[['Peter Truscott', '0.604'], ['None', '0.396']]"
2020-01-27,I honestly think I might slap a sales assistant round the face if they give me a 50p Brexit coin.,None,[],"[['None', '0.7511'], ['Philip Pullman', '0.1653'], ['Nigel Farage', '0.0836']]"
2020-02-04,"I have voted Labour all my life but I am voting Conservative for Brexit, and everybody round here is doing the same.",None,[],"[['None', '0.8093'], ['Paula Sherriff', '0.1907']]"
2020-02-01,Media puffery canâ   t hide the Democratsâ   impeachment face plant | Finding meaning in Brexit,None,[],"[['None', '0.6932'], ['Chuck Schumer', '0.2745'], ['President Trump', '0.0323']]"
2020-01-27,"I understand the fears of negative economic fallout expressed by some about these checks, but Brexit unfortunately has consequences that we must manage,",Michel Barnier,['Q438465'],"[['Michel Barnier', '0.6822'], ['Boris Johnson', '0.1771'], ['None', '0.1262'], ['Leo Varadkar', '0.0145']]"
2020-01-18,"There is no hiding place from Boris's Brexit bulls ** t because anything that happens between now and when we leave, and beyond when we leave, is firmly at his door.",Ian Murray,"['Q15499527', 'Q527729', 'Q578432', 'Q644360']","[['Ian Murray', '0.8894'], ['None', '0.1106']]"
2020-02-17,"EU leaders face a challenge in a post-Brexit era to keep the EU as a world leader in facing the new challenges ahead,",Mairead McGuinness,['Q467633'],"[['Mairead McGuinness', '0.6512'], ['None', '0.2839'], ['Sean Kelly', '0.0649']]"
2020-01-03,"One of my key recommendations would be for more power to the parliament to initiate legislation. We are elected directly by the population. That would help and might also help improve the engagement of citizens. They might be more interested in what their MEPs do. We are all facing, fundamentally the same battles against populism and nationalism. With us it's been through the medium of Brexit.",None,[],"[['None', '0.9244'], ['Nazanin Zaghari-Ratcliffe', '0.0756']]"
2020-03-29,The Brexit transition period must end on 31 December whether a deal has been fixed or not.,None,[],"[['None', '0.9122'], ['Boris Johnson', '0.0878']]"
2020-02-12,"The economy may find it hard to kick on from the expected improvement in the early months of 2020, until it becomes clearer what will happen with the UK-EU relationship at the end of 2020 and the nature of the relationship thereafter. Indeed, Brexit uncertainties could build if it looks unlikely that the UK and EU will agree a free-trade arrangement by the end of the year.",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.4958'], ['None', '0.3713'], ['Mark Carney', '0.1329']]"
2020-02-16,"the process of Brexit, and the discussion on Scotland's constitutional future move into a new phase",Michael Russell,"['Q18530388', 'Q1929110', 'Q21166780', 'Q22911767', 'Q447849', 'Q682180']","[['Michael Russell', '0.5169'], ['None', '0.3727'], ['Jenny Gilruth', '0.037'], ['Fiona Hyslop', '0.037'], ['Fergus Ewing', '0.0209'], ['Kate Forbes', '0.0121'], ['Jacqueline Law', '0.0035']]"
2020-02-12,"architecturally possible and would boost tourism and trade for both sides of the crossing, while providing an extra needed physical link after Brexit",None,[],"[['None', '0.7833'], ['Sammy Wilson', '0.1479'], ['Boris Johnson', '0.0688']]"
2020-01-15,Brexit must not become this generation's Windrush. History has shown us that promises made now are not always upheld later and we must act now to ensure EU nationals continue to be protected by their fundamental rights.,Matthew Evans,"['Q57003026', 'Q6790472']","[['Matthew Evans', '0.945'], ['None', '0.055']]"
2020-01-26,But a big part of the Brexit story is now behind us and mid-caps have been trading at a bigger discount than large caps.,None,[],"[['None', '0.9272'], ['Boris Johnson', '0.0728']]"
2020-01-21,"However, the question now is whether Boris Johnson and his team can deliver on their promises. And at present, a great many property investors in the UK doubt that they can -- particularly when it comes to getting Brexit done, building more new homes and stabilising the economy.",Jamie Johnson,"['Q1681402', 'Q561628', 'Q6147039']","[['Jamie Johnson', '0.903'], ['None', '0.097']]"
2020-02-17,There is a tendency within the EU to say that Brexit is all because of these crazy British nationalists... I'm not so convinced.,None,[],"[['None', '0.9321'], ['Jeremy Corbyn', '0.0679']]"
2020-01-29,"At first there was hope that [ Brexit ] might not happen,",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.7413'], ['None', '0.2587']]"
2020-01-30,"Brexit is a threat to the Good Friday Agreement, to our hard-won rights and will decimate our economic potential.",Martina Anderson,['Q4992676'],"[['Martina Anderson', '0.8964'], ['None', '0.1036']]"
2020-02-25,"It took until late January before there was any global awareness (about the outbreak). For most of December and January, the world was absorbed by (US President Donald) Trump's impeachment trial, Brexit and the UK election, Harry and Meghan, and the Australian bushfires. Perhaps this is a wakeup call,",None,[],"[['None', '0.9044'], ['Dominic Raab', '0.0956']]"
2020-02-29,"Scotland has some of the best universities in the world, so it's no surprise that students from across the globe flock here to study. But after years of steady growth in the number of European students choosing Scotland, it is extremely worrying to see just how big an impact this Tory Brexit is having on our top-rate higher education system.",Kevin Stewart,"['Q10557710', 'Q1740263']","[['Kevin Stewart', '0.9263'], ['None', '0.0737']]"
2020-01-31,the man who has done more than any other to make Brexit possible,Rita Panahi,['Q28507963'],"[['Rita Panahi', '0.9199'], ['None', '0.0564'], ['Nigel Farage', '0.0237']]"
2020-01-15,"I always felt removing uncertainty around Brexit was one of the crucial ingredients that is required to get the parties together again,",Leo Varadkar,['Q1728820'],"[['Leo Varadkar', '0.737'], ['Ursula von der Leyen', '0.1613'], ['None', '0.1017']]"
2020-02-26,"in view of the differences between the UK government and the EU over the parameters of their future relationship, the forthcoming talks between the two sides are likely to be tough. Given the threat of a poor deal or even no deal for the UK at the end of the post Brexit transition phase, we see GBP as remaining vulnerable.",None,[],"[['None', '0.7078'], ['Sajid Javid', '0.2922']]"
2020-01-29,"Not gon na lie, I wouldn't mind a free Brexit tea towel, it's the closest thing to a benefit any of us normal folk are going to see, and when the business I work for closes or makes job cuts because of it, maybe I can sleep under it for extra warmth!",None,[],"[['None', '0.6227'], ['Nigel Farage', '0.2795'], ['Boris Johnson', '0.0978']]"
2020-03-12,"Upgrading the UK's underlying outdated digital infrastructure is essential to unlock the country's economic growth potential and will enable households, businesses and communities to move out of the digital slow lane and compete with the rest of the world post-Brexit.",None,[],"[['None', '0.7835'], ['Jeremy Corbyn', '0.2165']]"
2020-02-14,We do have a solid delegation from the UK. But obviously we would have hoped for (much) more. The UK remains a key pillar of European security and we strongly believe that we need to engage even more now that Brexit is done.,None,[],"[['None', '0.8627'], ['Annegret Kramp-Karrenbauer', '0.1373']]"
2020-02-06,It is therefore a huge breach of this trust that he has decided to elevate Messrs Hammond and Clarke to the House of Lords. These two individuals were at the heart of the Parliamentarian fight against Brexit. They stood with the EU against the will of the British People. There can be no explanation for their elevation other than Conservative Party cronyism.,Philip Hammond,"['Q18388174', 'Q332987']","[['Philip Hammond', '0.6664'], ['None', '0.2739'], ['David Davis', '0.0406'], ['Boris Johnson', '0.0191']]"
2020-01-30,"It is with great regret that we see our British friends leave the European Union. This agreement, however, will pave the way for an orderly and less disruptive departure. We will work hard to ensure Brexit causes as little disruption as possible for the citizens, employers and financial markets in the euro area and the rest of the EU.",Christine Lagarde,['Q484605'],"[['Christine Lagarde', '0.9359'], ['None', '0.0641']]"
2020-01-13,"much in favor of Brexit but was far from a small-minded isolationist,",None,[],"[['None', '0.9485'], ['Benedict XVI', '0.0515']]"
2020-01-15,The idea of Gina Miller raising a glass to Brexit might surprise some.,Gina Miller,['Q27685562'],"[['Gina Miller', '0.8319'], ['None', '0.1633'], ['Boris Johnson', '0.0048']]"
2020-01-29,"As well as contending with Brexit uncertainty, tomorrow all eyes will be on the UK as there's a chance of interest rates being cut by the Bank of England which could see the pound fall,",None,[],"[['None', '0.8268'], ['Martin Lewis', '0.1732']]"
2020-01-24,The uncertainty around the project is adding to negativity locally. We have been talking about HS2 for a long time and we are still talking about it. The Government should probably take a lesson from the last few years (around Brexit) and realise it's the uncertainty that causes the most distress.,Will Young,"['Q16233670', 'Q348906', 'Q8003218']","[['Will Young', '0.8847'], ['None', '0.1153']]"
2020-03-31,What I would say though is the scale of Brexit was overwhelming government.,None,[],"[['None', '0.8056'], ['Phillip Lee', '0.1944']]"
2020-02-28,"growing concerns about whether the region can generate and retain-through its education, skills and apprenticeship offer and provision - the required skills, including for STEM related as well as lower skilled employment, that will be needed to support ambitious plans for economic growth post Brexit",None,[],"[['None', '0.5764'], ['Daniel Zeichner', '0.2234'], ['Peter Aldous', '0.2002']]"
2020-01-30,"HS2 is the new Brexit. It has split the Tory Party down the middle,",Tom Newton Dunn,['Q18217794'],"[['Tom Newton Dunn', '0.7037'], ['None', '0.2109'], ['Dominic Cummings', '0.0515'], ['Boris Johnson', '0.0339']]"
2020-02-07,"We saw in the election that, whatever people might say, Brexit played a major part in the result. The political make-up of Parliament comes from Brexit. We can't shy away from that.",None,[],"[['None', '0.7333'], ['Lindsay Hoyle', '0.2302'], ['prime minister Theresa May', '0.0365']]"
2020-02-18,"Even pre-Brexit, the provision in the UK Data Protection Act excluding people in immigration processes from data protection would be potentially extremely problematic in the context of an adequacy decision,",None,[],"[['None', '0.9343'], ['Suella Braverman', '0.0657']]"
2020-01-27,"In retrospect, the populist panic may have been overblown. Regarding Brexit, for example, the shock exaggerated its meaning.",Charles Krauthammer,['Q1065216'],"[['Charles Krauthammer', '0.9291'], ['None', '0.0566'], ['Chris Wallace', '0.0143']]"
2020-02-11,"Altran posted a solid performance in 2019, driven by a good performance in Europe and a steady acceleration in the Americas. The dynamism in some of our key sectors such as Communications, Energy, Industrials, Life Sciences and Aerospace more than offset the headwinds of a challenging auto market in Germany and the macroeconomic slowdown due to Brexit in the UK. We generated strong cash flows this past year and our profitability continued to improve, standing at a record level of 12.7%. In the last five years, we have profoundly transformed Altran's business model. This transformation continues to bear its fruits both operationally and financially thanks to the talent and commitment of our teams. The tender offer launched by Capgemini is a success as a majority of Altran shareholders have chosen to tender their shares. We are now resolutely looking towards the future.",Dominique Cerutti,['Q16193993'],"[['Dominique Cerutti', '0.8546'], ['None', '0.1454']]"
2020-03-25,"In an election campaign, political parties choose one clear message to repeat ad nauseam. Strong and stable, For the many, not the few, Leave means leave and Get Brexit done, for example. They do this because it sticks. With the COVID-19 crisis, the picture is changing daily and the government's message is too. So people are struggling to keep on top of it. The government started using the Catch it. Bin it. Kill it. slogan to encourage hygiene and prevent the spread of the virus. I recently heard my six-year-old repeat this before washing his hands, so it's obviously working. They are now saying: Stay at Home. Protect the NHS. Save lives. As with the election campaign messages, these slogans follow the rule of three -- three being the smallest number a pattern can be formed from. In the past we've had: Stop, Look and Listen, and: See it. Say it. Sorted. This always reminds me of the old Blackpool Pleasure Beach strap line See It. Feel It. Love It. These simple, unambiguous instructions tell people what to do and what's expected of them. Now, people are being told we need to `flatten the curve' or worse `squash the sombrero' without a clear understanding of exactly how this can be done. It seems that people respond far more readily to direct instructions than advice on what they could do if they decide to deprioritise their own needs for the greater good. The term `lockdown' has been accepted much more willingly (and even enthusiastically) by the media and the general public than the more abstract, less assertive `social distancing' . What we're seeing is a combination of: science and policy that is changing on a daily basis; politicians trying to convey messages that sound authoritative yet not authoritarian, delivered with a whiff of Churchillian patriotism; and a general public who in part are in denial about the seriousness of the situation. The result is inconsistent, ill-understood, and therefore ineffective communications. How this combination will impact on either saving lives or protecting the NHS remains to be seen.",Mark Ferguson,"['Q17180491', 'Q22959114', 'Q27524966', 'Q3390514', 'Q6767590', 'Q6767592']","[['Mark Ferguson', '0.8756'], ['None', '0.1244']]"
2020-01-29,"Leaving the EU's failed Common Fisheries Policy is one of the most important benefits of Brexit. It means we can create a fairer system for all of the UK, with new powers for the Scottish Government to ensure fish stocks and the marine environment, can be better protected.",Theresa Villiers,['Q266793'],"[['Theresa Villiers', '0.5733'], ['Douglas Ross', '0.3876'], ['None', '0.0391']]"
2020-02-01,So the question is: will he this year? And that is why you still need the Brexit Party -- because we will be watching. And we will make sure the public knows what is happening.,None,[],"[['None', '0.3755'], ['Ann Widdecombe', '0.3244'], ['Boris Johnson', '0.1384'], ['Nicola Sturgeon', '0.1292'], ['Dominic Raab', '0.0325']]"
2020-03-02,"Any review must consider whether the incoterms [ predefined commercial terms in international law ] currently agreed with suppliers would still apply post-Brexit and what the impact of those are. In some cases, it may mean that a UK business may now need to register for VAT in the EU Member State, where previously they would not,",Russell Hughes,['Q7381575'],"[['Russell Hughes', '0.8464'], ['None', '0.1536']]"
2020-02-02,"Johnson either doesn't understand or doesn't care about the damage the Brexit deal he is proposing will do to the country,",Keir Starmer,['Q6383803'],"[['Keir Starmer', '0.8591'], ['None', '0.1348'], ['Boris Johnson', '0.0061']]"
2020-01-21,"Not at all-what the polls show is that all the three main party leaders are neck and neck. I am slightly ahead of the other two. Even though I maybe down from where I was when we had the breakthrough on Brexit after we got a very responsible and not a giveaway budget through back in October, it shows the three main party leaders are neck and neck.",Leo Varadkar,['Q1728820'],"[['Leo Varadkar', '0.8637'], ['None', '0.1363']]"
2020-03-18,"The UK government's massive fiscal package undoubtedly means more borrowing for the UK economy-how do we pay for all this?... Concerns about what the implications are on Brexit from the coronavirus may also be a factor, whilst we have also seen a sharp downgrade of UK growth forecasts-but Britain is not alone on that front by any means. Brexit though clearly created risks (and opportunities) for GBP anyway and the threat of a global recession only magnify those risks for the market",Neil Wilson,"['Q3337844', 'Q6989491']","[['Neil Wilson', '0.8251'], ['None', '0.1749']]"
2020-01-31,"What's called Brexit will be a dim, distant memory -- it will be far, far behind us as a country,",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.7352'], ['Sir John', '0.2053'], ['None', '0.0596']]"
2020-01-12,"We have a deal on Brexit and in many ways that was the big job of this government, our magnum opus, to secure a deal on Brexit.",Leo Varadkar,['Q1728820'],"[['Leo Varadkar', '0.5909'], ['None', '0.3508'], ['Michael Lowry', '0.0583']]"
2020-01-31,"Brexit will leave Britain broken, a disunited kingdom. Geographically it has always been removed from continental Europe. That distance will become increasingly palpable politically, economically and socially.",None,[],"[['None', '0.8902'], ['Ursula von der Leyen', '0.1098']]"
2020-02-11,"In fact, avoiding an immediate no-deal Brexit didn't necessarily save the UK from walking out of the EU without a deal at the very end. There are some 20% chances for that happening and this risk is clearly being underpriced by the market at the current prices.",None,[],"[['None', '0.878'], ['Boris Johnson', '0.122']]"
2020-01-16,"The October Saturday sitting was meant to give MPs the opportunity to pass a Brexit deal which had just been agreed, but instead MPs went back on their word and voted for more dither and delay.",Meg Hillier,['Q676658'],"[['Meg Hillier', '0.7531'], ['None', '0.2301'], ['Boris Johnson', '0.0168']]"
2020-01-29,"There's still a huge amount of uncertainty over Brexit ahead of the deadline at the end of this year,",None,[],"[['None', '0.961'], ['Boris Johnson', '0.0206'], ['Jerome Powell', '0.0163'], ['Donald Trump', '0.0021']]"
2020-01-22,"These are people from the Home Office who have huge issues to take hold of to do with Brexit, and there simply aren't enough people in the departments.",None,[],"[['None', '0.7385'], ['Duchess of Sussex', '0.2615']]"
2020-01-15,"Throughout Brexit, even in the darkest days, there has never been a moment in which I was not certain that the peace between the UK and Ireland was as important to the British side.",Simon Coveney,['Q1670096'],"[['Simon Coveney', '0.7697'], ['None', '0.1081'], ['Helen McEntee', '0.0571'], ['Boris Johnson', '0.0372'], ['Leo Varadkar', '0.0279']]"
2020-02-18,one of the few Brexit-voting diplomats,David Frost,"['Q1174477', 'Q380865', 'Q5233878', 'Q5233879', 'Q5233881', 'Q5233884']","[['David Frost', '0.8717'], ['None', '0.1283']]"
2020-02-08,"The government handled the Brexit as good as could be done, but that's over. There's a phrase `eaten bread is quickly forgotten' ,",Eunan O'Halpin,['Q5409684'],"[[""Eunan O'Halpin"", '0.5677'], ['None', '0.3437'], ['Leo Varadkar', '0.0887']]"
2020-01-30,"As the Credos report on UK digital advertising showed, this is in part fuelled by the exceptional growth in SME spend in digital, as well as larger advertisers continuing to move budgets into digital formats in most media sectors. The projected growth for 2020 shows these trends continuing. With Brexit now a certainty, industry's focus now turns to the future relationship with the EU and the importance of this to the overall health of the economy, which underpins this media spend growth.",James McDonald,"['Q18044826', 'Q21457386', 'Q23616753', 'Q23900876', 'Q24681278', 'Q27981561', 'Q3161267', 'Q6139266', 'Q6139276', 'Q6139277', 'Q6139279']","[['James McDonald', '0.805'], ['None', '0.195']]"
2020-01-28,"Since Britain wants to show results after Brexit, it is likely to speed up trade talks with many countries. There is the possibility that Japan will be the first major country reaching an accord with Britain,",None,[],"[['None', '0.6794'], ['Steven Mnuchin', '0.2594'], ['Sajid Javid', '0.0612']]"
2020-01-22,"We still have moral obligations to these children who simply want to be reunited with family here. Given the government has made several commitments to child refugees since the Brexit Bill was published shortly before Christmas, we will be keeping an extremely close eye on what they do next and ensuring they honour these commitments.",None,[],"[['None', '0.4404'], ['Stephen Barclay', '0.4135'], ['Stuart McDonald', '0.1462']]"
2020-01-29,"Brexit is a reconceptualisation of our country, of our politics and of our place in the world,",Anand Menon,"['Q4751260', 'Q59503396']","[['Anand Menon', '0.8159'], ['None', '0.1538'], ['Tommy Smith', '0.0303']]"
2020-01-25,That was in the early stages of the Brexit process.,None,[],"[['None', '0.8051'], ['Keir Starmer', '0.1949']]"
2020-02-24,"We are still affronted by Brexit, and we want you to suffer a bit. If we can't inflict pain on you without also inflicting it on ourselves, so be it. We can't bear the thought of Brexit being seen to work.",Michel Barnier,['Q438465'],"[['Michel Barnier', '0.8936'], ['None', '0.0985'], ['Theresa May', '0.0079']]"
2020-01-31,"But we must also draw very concrete lessons for ourselves. I believe very deeply that this Brexit became possible, and will take place in a few hours, because too often we turned Europe into a scapegoat for our own difficulties, also because we did not change our Europe enough,",Emmanuel Macron,['Q3052772'],"[['Emmanuel Macron', '0.8597'], ['None', '0.1403']]"
2020-01-26,"That was virtually solely down to Brexit... Two years ago, Jeremy Corbyn was loved. What happened in the last two years? Brexit.",None,[],"[['None', '0.7824'], ['Jeremy Corbyn', '0.1567'], ['Rebecca Long-Bailey', '0.0609']]"
2020-01-14,So we need to restore the clapper in order to bong Big Ben on Brexit night. And that is expensive.,None,[],"[['None', '0.4667'], ['Boris Johnson', '0.2926'], ['Big Ben', '0.1422'], ['Prince William', '0.0985']]"
2020-01-18,"This all points to the 2021 Scottish Parliament election -- the most important there has ever been. That election will be fought on very clear ground, with very likely no room for debate on anything other than indyref2. If the SNP wins the election with a clear manifesto commitment for a second independence referendum, a full two parliamentary terms after their first win, there can be no serious grounds to oppose it. You can't be a fair-weather democrat. You can't demand to get Brexit done because voters asked for it whilst demanding that Indyref2 is continually rejected despite voters asking for it.",Alister Jack,['Q30165682'],"[['Alister Jack', '0.5635'], ['None', '0.3269'], ['Jess Phillips', '0.071'], ['Lisa Nandy', '0.0386']]"
2020-01-28,"Whether it be Brexit, the Greek debt crisis, the standoff with Iran or the debt ceiling crisis, retail investors generally lose when they make portfolio adjustments in reaction to the crisis du jour,",Robert Johnson,"['Q16215328', 'Q18630840', 'Q18672192', 'Q21665589', 'Q23795774', 'Q25522930', 'Q30678501', 'Q47546079', 'Q4932943', 'Q57208493', 'Q5889205', 'Q7346149', 'Q7346150', 'Q7346152', 'Q7346153']","[['Robert Johnson', '0.9364'], ['None', '0.0636']]"
2020-01-31,It is already apparent from what EU negotiators are saying that they will be aiming to keep Britain on a very short leash and if the Prime Minister and the Government do not robustly oppose the EU in these future negotiations then Brexit will not be done.,Sammy Wilson,"['Q262040', 'Q26978727', 'Q30122827', 'Q7409864']","[['Sammy Wilson', '0.8057'], ['None', '0.1438'], ['Simon Coveney', '0.0449'], ['Steve Aiken', '0.0042'], ['Boris Johnson', '9.0E-4'], ['Leo Varadkar', '6.0E-4']]"
2020-02-02,"As a Brit, going through Brexit yesterday, I felt something a little like grief, like I'd lost a whole continent. But today,",None,[],"[['None', '0.4731'], ['John Cooper', '0.2473'], ['Natalie Wood', '0.2399'], ['Ben Whishaw', '0.0227'], ['Michael Almereyda', '0.0116'], ['Astrid Rondero', '0.0055']]"
2020-01-17,I did consult encyclopedias and Beethoven had no opinion on Brexit whatsoever.,Emanuel Ax,['Q505563'],"[['Emanuel Ax', '0.9424'], ['None', '0.0576']]"
2020-02-03,"We love Brexit! We want to get inspiration for Denmark, we want to keep Denmark Danish!",Andrew Rosindell,['Q480092'],"[['Andrew Rosindell', '0.5381'], ['None', '0.4619']]"
